UID,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1700,L48879,L,298.1,307.7,1289,-1.623816533699439,42,0,0,0,0,0,0
1701,M16560,M,298.0,307.6,1844,0.252104761975864,44,0,0,0,0,0,0
1702,L48881,L,298.0,307.7,1479,0.7336246667481341,47,0,0,0,0,0,0
1703,L48882,L,298.0,307.7,1430,-0.32973178962396227,49,0,0,0,0,0,0
1704,M16563,M,298.1,307.8,1636,0.4728013849964882,51,0,0,0,0,0,0
1705,M16564,M,298.1,307.8,1503,-0.7410300416169433,54,0,0,0,0,0,0
1706,M16565,M,298.1,307.8,1608,0.2922314207068864,57,0,0,0,0,0,0
1707,L48886,L,298.2,307.8,1521,0.1618197798310635,60,0,0,0,0,0,0
1708,L48887,L,298.2,307.8,1439,-0.8513783531272554,62,0,0,0,0,0,0
1709,L48888,L,298.2,307.8,1627,-1.3930882459960594,64,0,0,0,0,0,0
1710,L48889,L,298.2,307.8,1749,-0.40998510708600777,66,0,0,0,0,0,0
1711,L48890,L,298.2,307.8,1530,1.1348912540583593,68,0,0,0,0,0,0
1712,L48891,L,298.2,307.8,1355,-0.6206500654238761,70,0,0,0,0,0,0
1713,L48892,L,298.3,307.9,1551,0.6734346786516008,72,0,0,0,0,0,0
1714,L48893,L,298.2,307.8,1515,0.8640363076239577,74,0,0,0,0,0,0
1715,L48894,L,298.2,307.8,1388,-0.5403967479618307,76,0,0,0,0,0,0
1716,L48895,L,298.2,307.8,1585,-0.22941514279640599,78,0,0,0,0,0,0
1717,L48896,L,298.1,307.7,1523,1.4559045239065398,80,0,0,0,0,0,0
1718,L48897,L,298.2,307.6,1369,-0.9015366765410335,82,0,0,0,0,0,0
1719,M16578,M,298.2,307.7,1681,-0.16922515469987276,84,0,0,0,0,0,0
1720,L48899,L,298.2,307.7,1503,0.45273805563097663,87,0,0,0,0,0,0
1721,L48900,L,298.2,307.7,1459,-0.7610933709824549,89,0,0,0,0,0,0
1722,L48901,L,298.2,307.7,1688,-1.8445131567200628,91,0,0,0,0,0,0
1723,M16582,M,298.2,307.7,1952,-2.015051456326909,93,0,0,0,0,0,0
1724,L48903,L,298.2,307.8,2029,1.255271230251427,96,0,0,0,0,0,0
1725,M16584,M,298.3,307.8,1457,1.0446062719135587,98,0,0,0,0,0,0
1726,M16585,M,298.3,307.8,1392,-1.7943548333062846,101,0,0,0,0,0,0
1727,L48906,L,298.3,307.8,1906,-0.6607767241548985,104,0,0,0,0,0,0
1728,M16587,M,298.3,307.7,1602,0.9442896250860024,106,0,0,0,0,0,0
1729,L48908,L,298.3,307.7,1465,0.382516402851687,109,0,0,0,0,0,0
1730,M16589,M,298.3,307.7,1439,1.5461895060513404,111,0,0,0,0,0,0
1731,M16590,M,298.3,307.8,1330,0.20194643856208588,114,0,0,0,0,0,0
1732,M16591,M,298.3,307.9,1485,-1.1824232876581913,117,0,0,0,0,0,0
1733,H31146,H,298.4,307.9,1700,0.28219975602413067,120,0,0,0,0,0,0
1734,L48913,L,298.4,308.0,1515,-0.07894017255507152,125,0,0,0,0,0,0
1735,M16594,M,298.5,308.1,1501,0.7637196607964014,127,0,0,0,0,0,0
1736,L48915,L,298.4,308.0,1380,-0.40998510708600777,130,0,0,0,0,0,0
1737,L48916,L,298.4,307.9,1544,-1.272708269802992,132,0,0,0,0,0,0
1738,L48917,L,298.4,307.9,1743,-1.8645764860855742,134,0,0,0,0,0,0
1739,H31152,H,298.4,307.9,1948,1.4258095298582731,136,0,0,0,0,0,0
1740,H31153,H,298.5,307.9,1260,-0.6908717182031652,141,0,0,0,0,0,0
1741,M16600,M,298.5,307.9,1640,0.9242262957204916,146,0,0,0,0,0,0
1742,M16601,M,298.5,308.0,1363,0.964352954451514,149,0,0,0,0,0,0
1743,L48922,L,298.5,308.0,1379,-1.4231832400443263,152,0,0,0,0,0,0
1744,M16603,M,298.5,308.0,1713,1.1950812421548933,154,0,0,0,0,0,0
1745,M16604,M,298.5,308.0,1461,-1.021916652734101,157,0,0,0,0,0,0
1746,L48925,L,298.5,308.0,1624,0.11166145641728534,160,0,0,0,0,0,0
1747,L48926,L,298.4,308.0,1526,-2.5868563432439795,162,0,0,0,0,0,0
1748,L48927,L,298.4,307.9,2381,-0.8915050118582778,164,0,0,0,0,0,0
1749,H31162,H,298.4,307.7,1626,-0.6206500654238761,166,0,0,0,0,0,1
1750,L48929,L,298.3,307.7,1576,-0.8413466884444997,171,0,0,0,0,0,0
1751,M16610,M,298.4,307.8,1617,-1.944829803547619,173,0,0,0,0,0,0
1752,L48931,L,298.3,307.6,1942,-0.27957346621018414,176,0,0,0,0,0,0
1753,L48932,L,298.2,307.6,1492,1.1348912540583593,178,0,0,0,0,0,0
1754,L48933,L,298.2,307.5,1470,0.6533713492860893,180,0,0,0,0,0,0
1755,M16614,M,298.0,307.4,1463,0.6533713492860893,182,0,0,0,0,0,0
1756,L48935,L,298.0,307.3,1424,2.0176777461408553,185,0,0,0,0,0,0
1757,M16616,M,298.1,307.4,1363,1.6264428235133859,187,0,0,0,0,0,0
1758,M16617,M,298.1,307.4,1335,-0.6106184007411204,190,0,0,0,0,0,0
1759,L48938,L,298.1,307.4,1608,-0.48020675986529676,193,0,0,0,0,0,0
1760,H31173,H,298.0,307.4,1606,-0.6908717182031652,195,0,0,0,0,0,0
1761,L48940,L,298.1,307.5,1684,-1.9749247975958861,200,0,0,0,0,0,0
1762,L48941,L,298.1,307.6,1950,0.8640363076239577,202,0,0,0,0,0,0
1763,H31176,H,298.2,307.6,1460,-0.9015366765410335,204,0,0,0,0,0,0
1764,L48943,L,298.2,307.6,1511,1.5762845000996077,209,1,1,0,0,0,0
1765,H31178,H,298.2,307.6,1318,1.1850495774721375,0,0,0,0,0,0,0
1766,L48945,L,298.2,307.6,1368,-1.2927715991685031,5,0,0,0,0,0,0
1767,M16626,M,298.3,307.7,1717,0.14175645046555194,7,0,0,0,0,0,0
1768,M16627,M,298.3,307.7,1520,0.20194643856208588,10,0,0,0,0,0,0
1769,M16628,M,298.3,307.8,1485,-1.6840065217959728,13,0,0,0,0,0,0
1770,L48949,L,298.4,307.9,1981,-0.9015366765410335,16,0,0,0,0,0,0
1771,H31184,H,298.4,307.9,1605,0.5329913730930215,18,0,0,0,0,0,0
1772,L48951,L,298.4,307.9,1446,0.793814654844668,23,0,0,0,0,0,0
1773,L48952,L,298.4,308.0,1508,1.9574877580443213,25,0,0,0,0,0,0
1774,L48953,L,298.5,308.0,1384,-0.26954180152742907,27,0,0,0,0,0,0
1775,M16634,M,298.5,308.0,1519,0.8138779842101795,29,0,0,0,0,0,0
1776,L48955,L,298.5,308.0,1404,-0.8915050118582778,32,0,0,0,0,0,0
1777,L48956,L,298.5,308.1,1564,-0.31970012494120725,34,0,0,0,0,0,0
1778,H31191,H,298.6,308.2,1555,1.4057462004927617,36,0,0,0,0,0,0
1779,L48958,L,298.6,308.2,1325,0.4025797322171985,41,0,0,0,0,0,0
1780,M16639,M,298.6,308.2,1488,-0.7711250356652106,43,0,0,0,0,0,0
1781,L48960,L,298.5,308.2,1595,-1.1422966289271685,46,0,0,0,0,0,0
1782,L48961,L,298.5,308.1,1662,-0.2595101368446733,48,0,0,0,0,0,0
1783,L48962,L,298.4,308.0,1571,0.10162979173452956,50,0,0,0,0,0,0
1784,H31197,H,298.3,308.0,1553,-3.6301494702505654,52,0,0,0,0,0,0
1785,L48964,L,298.3,308.0,2886,-0.17925681938262783,57,1,0,0,1,0,0
1786,L48965,L,298.2,308.0,1538,-0.7009033828859209,59,0,0,0,0,0,0
1787,L48966,L,298.4,308.2,1618,0.5931813611895553,61,0,0,0,0,0,0
1788,L48967,L,298.4,308.2,1364,0.7336246667481341,63,0,0,0,0,0,0
1789,L48968,L,298.3,308.0,1442,2.7399576032992603,65,0,0,0,0,0,0
1790,L48969,L,298.2,307.9,1313,-1.64387986306495,67,1,0,0,1,0,0
1791,L48970,L,298.2,307.9,1847,0.08156646236901802,69,0,0,0,0,0,0
1792,L48971,L,298.1,307.8,1524,0.8038463195274238,71,0,0,0,0,0,0
1793,M16652,M,298.1,307.7,1445,-1.1824232876581913,73,0,0,0,0,0,0
1794,L48973,L,298.1,307.8,1761,0.3524214088034203,76,0,0,0,0,0,0
1795,M16654,M,298.1,307.8,1514,-0.16922515469987276,78,0,0,0,0,0,0
1796,M16655,M,298.1,307.7,1498,-0.28960513089293993,81,0,0,0,0,0,0
1797,H31210,H,298.1,307.6,1542,0.18188310919657433,84,0,0,0,0,0,0
1798,M16657,M,298.0,307.6,1508,1.2953978889824496,89,0,0,0,0,0,0
1799,M16658,M,298.0,307.5,1431,0.5129280437275106,92,0,0,0,0,0,0
1800,M16659,M,298.0,307.5,1427,-0.3698584483549854,95,0,0,0,0,0,0
1801,M16660,M,298.0,307.5,1524,0.3624530734861761,98,0,0,0,0,0,0
1802,M16661,M,298.0,307.5,1427,0.4126113968999543,101,0,0,0,0,0,0
1803,H31216,H,298.1,307.6,1496,0.03140813895523986,104,0,0,0,0,0,0
1804,L48983,L,298.1,307.7,1388,0.8138779842101795,109,0,0,0,0,0,0
1805,L48984,L,298.1,307.7,1495,1.6264428235133859,111,0,0,0,0,0,0
1806,H31219,H,298.1,307.7,1376,-0.7811567003479657,113,0,0,0,0,0,0
1807,H31220,H,298.0,307.6,1593,-1.112201634878902,118,0,0,0,0,0,0
1808,L48987,L,298.0,307.6,1654,-2.7272996488025583,123,0,0,0,0,0,0
1809,L48988,L,298.1,307.7,2567,-1.3028032638512588,125,1,0,0,1,0,0
1810,L48989,L,298.1,307.7,1767,1.3856828711272502,127,0,0,0,0,0,0
1811,L48990,L,298.1,307.6,1364,-0.8814733471755224,129,0,0,0,0,0,0
1812,M16671,M,298.1,307.8,1569,-0.31970012494120725,131,0,0,0,0,0,0
1813,L48992,L,298.2,307.8,1476,0.5028963790447548,134,0,0,0,0,0,0
1814,L48993,L,298.1,307.7,1479,-0.5905550713756088,136,0,0,0,0,0,0
1815,L48994,L,298.1,307.7,1650,-0.3698584483549854,138,0,0,0,0,0,0
1816,M16675,M,298.1,307.6,1565,0.6533713492860893,140,0,0,0,0,0,0
1817,L48996,L,298.1,307.6,1460,-1.2426132757547248,143,0,0,0,0,0,0
1818,L48997,L,298.1,307.7,1664,0.0915981270517738,145,0,0,0,0,0,0
1819,M16678,M,298.1,307.7,1435,-2.0852731091061982,147,0,0,0,0,0,0
1820,M16679,M,298.1,307.6,2066,0.3724847381689319,150,0,0,0,0,0,0
1821,L49000,L,298.1,307.5,1493,0.3323580794379088,153,0,0,0,0,0,0
1822,L49001,L,298.1,307.6,1354,-0.05887684318956068,155,0,0,0,0,0,0
1823,L49002,L,298.1,307.6,1488,0.8740679723067134,157,0,0,0,0,0,0
1824,L49003,L,298.1,307.7,1414,1.746822799706453,159,0,0,0,0,0,0
1825,L49004,L,298.1,307.5,1391,-1.2225499463892138,161,0,0,0,0,0,0
1826,M16685,M,298.0,307.5,1784,0.011344809589729025,163,0,0,0,0,0,0
1827,H31240,H,297.8,307.3,1516,0.7837829901619122,166,0,0,0,0,0,0
1828,M16687,M,297.9,307.3,1420,1.6364744881961408,171,0,0,0,0,0,0
1829,L49008,L,297.8,307.2,1351,-1.704069851161484,174,0,0,0,0,0,0
1830,L49009,L,297.8,307.2,1880,-1.6037532043339278,176,0,0,0,0,0,0
1831,L49010,L,297.8,307.3,1859,1.4057462004927617,178,0,0,0,0,0,0
1832,M16691,M,297.8,307.3,1315,1.1750179127893825,180,0,0,0,0,0,0
1833,M16692,M,297.8,307.4,1330,2.107962728285656,183,0,0,0,0,0,0
1834,L49013,L,297.8,307.3,1327,-0.1892884840653836,186,1,0,0,0,1,0
1835,L49014,L,297.8,307.2,1498,-0.42001677176876356,188,0,0,0,0,0,0
1836,H31249,H,297.8,307.3,1555,-0.42001677176876356,190,0,0,0,0,0,0
1837,L49016,L,297.7,307.2,1518,0.3022630853896422,195,0,0,0,0,0,0
1838,L49017,L,297.7,307.2,1392,-0.03881351382404913,197,0,0,0,0,0,0
1839,M16698,M,297.8,307.2,1456,-0.9817899940030786,199,0,0,0,0,0,0
1840,L49019,L,297.7,307.1,1715,0.3724847381689319,0,0,0,0,0,0,0
1841,M16700,M,297.7,307.2,1405,-0.21938347811365091,2,0,0,0,0,0,0
1842,L49021,L,297.7,307.2,1668,-1.7542281745752621,5,0,0,0,0,0,0
1843,H31256,H,297.7,307.1,1855,-0.07894017255507152,7,0,0,0,0,0,0
1844,L49023,L,297.6,307.1,1496,0.492864714361999,12,0,0,0,0,0,0
1845,M16704,M,297.6,307.1,1471,0.0013131449069732513,14,0,0,0,0,0,0
1846,L49025,L,297.7,307.2,1444,-0.13913016065160544,17,0,0,0,0,0,0
1847,H31260,H,297.7,307.3,1514,1.074701265961826,19,0,0,0,0,0,0
1848,L49027,L,297.8,307.3,1412,0.4126113968999543,24,0,0,0,0,0,0
1849,H31262,H,297.7,307.2,1429,-0.7309983769341876,26,0,0,0,0,0,0
1850,L49029,L,297.7,307.2,1668,1.2853662242996937,31,0,0,0,0,0,0
1851,M16710,M,297.7,307.2,1372,0.9242262957204916,33,0,0,0,0,0,0
1852,M16711,M,297.7,307.3,1365,-0.08897183723782728,36,0,0,0,0,0,0
1853,M16712,M,297.6,307.1,1526,0.06150313300350718,39,0,0,0,0,0,0
1854,L49033,L,297.6,307.2,1486,0.2621364266586198,42,0,0,0,0,0,0
1855,M16714,M,297.6,307.2,1470,2.2885326925752567,44,0,0,0,0,0,0
1856,H31269,H,297.7,307.3,1249,-1.3930882459960594,47,0,0,0,0,0,0
1857,M16716,M,297.8,307.4,1752,-0.34979511898947385,52,0,0,0,0,0,0
1858,L49037,L,297.7,307.4,1643,-0.38992177772049624,55,0,0,0,0,0,0
1859,M16718,M,297.8,307.4,1488,0.5831496965067996,57,0,0,0,0,0,0
1860,L49039,L,297.8,307.4,1355,-0.9717583293203229,60,0,0,0,0,0,0
1861,L49040,L,297.8,307.6,1607,-0.9717583293203229,62,0,0,0,0,0,0
1862,M16721,M,297.9,307.6,1609,0.4427063909482209,64,0,0,0,0,0,0
1863,L49042,L,297.9,307.7,1517,-0.04884517850680491,67,0,0,0,0,0,0
1864,M16723,M,297.9,307.7,1517,-0.23944680747916175,69,0,0,0,0,0,0
1865,L49044,L,297.9,307.7,1546,-0.530365083279075,72,0,0,0,0,0,0
1866,L49045,L,297.9,307.7,1567,-1.112201634878902,74,0,0,0,0,0,0
1867,M16726,M,298.1,307.9,1662,0.18188310919657433,76,0,0,0,0,0,0
1868,L49047,L,298.1,307.9,1502,1.6966644762926748,79,0,0,0,0,0,0
1869,L49048,L,298.3,308.0,1361,-0.7309983769341876,81,0,0,0,0,0,0
1870,M16729,M,298.3,308.1,1630,0.23204143261035248,83,0,0,0,0,0,0
1871,L49050,L,298.3,308.0,1486,-1.8545448214028186,86,0,0,0,0,0,0
1872,L49051,L,298.3,308.1,1840,1.8471394465340092,88,0,0,0,0,0,0
1873,L49052,L,298.3,308.1,1326,1.7869494584374754,90,0,0,0,0,0,0
1874,L49053,L,298.4,308.1,1367,-0.7309983769341876,92,0,0,0,0,0,0
1875,L49054,L,298.4,308.1,1598,1.014511277865292,94,0,0,0,0,0,0
1876,L49055,L,298.3,308.0,1363,2.208279375113212,96,0,0,0,0,0,0
1877,L49056,L,298.3,308.0,1242,-0.6206500654238761,98,0,0,0,0,0,0
1878,M16737,M,298.2,307.8,1566,0.7737513254791571,100,0,0,0,0,0,0
1879,M16738,M,298.1,307.7,1424,-0.6206500654238761,103,0,0,0,0,0,0
1880,M16739,M,298.2,307.7,1608,-1.0921383055133904,106,0,0,0,0,0,0
1881,L49060,L,298.1,307.7,1705,0.5831496965067996,109,0,0,0,0,0,0
1882,L49061,L,298.0,307.6,1548,0.3423897441206646,111,0,0,0,0,0,0
1883,M16742,M,298.0,307.6,1581,0.6734346786516008,113,0,0,0,0,0,0
1884,M16743,M,298.0,307.6,1472,-1.403119910678815,116,0,0,0,0,0,0
1885,M16744,M,298.0,307.6,1792,-0.7209667122514325,119,0,0,0,0,0,0
1886,L49065,L,298.0,307.6,1683,0.07153479768626296,122,0,0,0,0,0,0
1887,L49066,L,297.9,307.6,1503,-0.7610933709824549,124,0,0,0,0,0,0
1888,M16747,M,297.9,307.5,1642,-1.5736582102856609,126,0,0,0,0,0,0
1889,M16748,M,297.8,307.4,1902,0.021376474272484798,129,0,0,0,0,0,0
1890,H31303,H,297.7,307.4,1432,0.08156646236901802,132,0,0,0,0,0,0
1891,L49070,L,297.8,307.4,1512,-1.1021699701961463,137,0,0,0,0,0,0
1892,L49071,L,297.7,307.4,1764,0.3624530734861761,139,0,0,0,0,0,0
1893,M16752,M,297.8,307.4,1438,-1.0118849880513456,141,0,0,0,0,0,0
1894,L49073,L,297.8,307.5,1631,-1.6739748571132171,144,0,0,0,0,0,0
1895,H31308,H,297.9,307.5,1880,1.4358411945410283,146,0,0,0,0,0,0
1896,L49075,L,297.9,307.6,1344,-0.42001677176876356,151,0,0,0,0,0,0
1897,L49076,L,297.9,307.5,1574,0.12169312110004112,153,0,0,0,0,0,0
1898,L49077,L,297.8,307.4,1418,1.4157778651755175,155,0,0,0,0,0,0
1899,L49078,L,297.8,307.5,1372,0.0013131449069732513,157,0,0,0,0,0,0
1900,L49079,L,297.8,307.5,1388,-0.399953442403252,159,0,0,0,0,0,0
1901,H31314,H,297.9,307.6,1493,0.011344809589729025,161,0,0,0,0,0,0
1902,M16761,M,297.9,307.6,1505,-1.0921383055133904,166,0,0,0,0,0,0
1903,L49082,L,298.0,307.6,1694,-1.9648931329131307,169,0,0,0,0,0,0
1904,L49083,L,297.9,307.6,1968,-0.44008010113427437,171,0,0,0,0,0,0
1905,M16764,M,298.0,307.6,1569,-1.0921383055133904,173,0,0,0,0,0,0
1906,L49085,L,297.9,307.6,1687,1.2452395655686714,176,0,0,0,0,0,0
1907,L49086,L,297.9,307.6,1430,0.24207309729310825,178,0,0,0,0,0,0
1908,L49087,L,297.9,307.6,1504,-1.9849564622786418,180,0,0,0,0,0,0
1909,L49088,L,297.9,307.6,1977,0.5630863671412888,182,0,0,0,0,0,0
1910,L49089,L,298.0,307.7,1435,-0.31970012494120725,184,0,0,0,0,0,0
1911,H31324,H,298.0,307.7,1547,1.7267594703409421,186,0,0,0,0,0,0
1912,M16771,M,298.1,307.8,1316,-0.5103017539135641,191,0,0,0,0,0,0
1913,M16772,M,298.0,307.7,1621,0.021376474272484798,194,0,0,0,0,0,0
1914,M16773,M,298.0,307.8,1492,-0.7711250356652106,197,0,0,0,0,0,0
1915,L49094,L,298.0,307.7,1643,-0.12909849596884967,200,0,0,0,0,0,0
1916,L49095,L,298.0,307.7,1492,1.0847329306445812,202,0,0,0,0,0,0
1917,L49096,L,298.0,307.7,1387,0.7336246667481341,204,0,0,0,0,0,0
1918,M16777,M,298.1,307.9,1463,0.0013131449069732513,206,0,0,0,0,0,0
1919,M16778,M,298.1,307.9,1496,-1.0018533233685898,0,0,0,0,0,0,0
1920,L49099,L,298.2,308.0,1658,-2.255811408713044,3,0,0,0,0,0,0
1921,L49100,L,298.1,307.9,2161,-0.8012200297134773,5,0,0,0,0,0,0
1922,L49101,L,298.1,307.9,1665,-1.3429299225822813,7,0,0,0,0,0,0
1923,L49102,L,298.0,307.8,1716,-0.5905550713756088,9,0,0,0,0,0,0
1924,L49103,L,298.0,307.7,1529,1.074701265961826,11,0,0,0,0,0,0
1925,L49104,L,297.9,307.7,1353,-0.22941514279640599,13,0,0,0,0,0,0
1926,L49105,L,297.9,307.7,1537,-0.9216000059065448,15,0,0,0,0,0,0
1927,L49106,L,298.0,307.7,1606,0.7837829901619122,17,0,0,0,0,0,0
1928,H31341,H,298.0,307.8,1314,-1.0118849880513456,19,0,0,0,0,0,0
1929,L49108,L,298.0,307.8,1623,1.0947645953273368,24,0,0,0,0,0,0
1930,M16789,M,298.0,307.8,1483,-0.29963679557569567,26,0,0,0,0,0,0
1931,M16790,M,298.1,307.9,1569,-1.8344814920373074,29,0,0,0,0,0,0
1932,M16791,M,298.2,308.0,1969,-1.0720749761478792,32,0,0,0,0,0,0
1933,M16792,M,298.1,308.0,1686,-0.49023842454805255,35,0,0,0,0,0,0
1934,L49113,L,298.1,308.0,1638,-0.6708083888376544,38,0,0,0,0,0,0
1935,L49114,L,298.1,307.9,1698,1.5160945120030738,40,0,0,0,0,0,0
1936,M16795,M,298.1,307.9,1377,-2.1655264265682432,42,0,0,0,0,0,0
1937,M16796,M,298.1,308.0,2129,0.24207309729310825,45,0,0,0,0,0,0
1938,L49117,L,298.2,308.0,1411,0.08156646236901802,48,0,0,0,0,0,0
1939,L49118,L,298.1,307.9,1517,1.3957145358100058,50,0,0,0,0,0,0
1940,M16799,M,298.1,307.9,1303,-0.44008010113427437,52,0,0,0,0,0,0
1941,L49120,L,298.1,307.9,1578,1.8270761171684984,55,0,0,0,0,0,0
1942,L49121,L,298.1,307.9,1425,0.24207309729310825,57,0,0,0,0,0,0
1943,L49122,L,298.1,308.0,1456,-0.9115683412237894,59,0,0,0,0,0,0
1944,L49123,L,298.1,308.0,1704,-1.272708269802992,61,0,0,0,0,0,0
1945,L49124,L,298.1,308.1,1791,-0.7209667122514325,63,0,0,0,0,0,0
1946,L49125,L,298.1,308.1,1616,-0.5103017539135641,65,0,0,0,0,0,0
1947,L49126,L,298.2,308.1,1622,0.9944479484997806,67,0,0,0,0,0,0
1948,L49127,L,298.2,308.1,1462,0.5831496965067996,69,0,0,0,0,0,0
1949,L49128,L,298.1,308.1,1410,0.1919147738793301,71,0,0,0,0,0,0
1950,M16809,M,298.1,308.0,1543,0.7637196607964014,73,0,0,0,0,0,0
1951,M16810,M,298.0,307.9,1479,-1.7341648452097511,76,0,0,0,0,0,0
1952,L49131,L,298.0,307.8,1839,2.0578044048718778,79,0,0,0,0,0,0
1953,L49132,L,298.0,307.8,1266,-0.5103017539135641,81,0,0,0,0,0,0
1954,L49133,L,297.9,307.7,1593,0.6934980080171117,83,0,0,0,0,0,0
1955,L49134,L,297.9,307.8,1459,1.5261261766858294,85,0,0,0,0,0,0
1956,L49135,L,297.9,307.7,1308,0.6834663433343559,87,0,0,0,0,0,0
1957,M16816,M,297.9,307.7,1364,-0.40998510708600777,89,0,0,0,0,0,0
1958,H31371,H,297.9,307.7,1618,0.3223264147551537,92,0,0,0,0,0,0
1959,H31372,H,297.9,307.7,1464,0.9442896250860024,97,0,0,0,0,0,0
1960,M16819,M,297.8,307.6,1352,1.1449229187411152,102,0,0,0,0,0,0
1961,L49140,L,297.8,307.6,1446,1.1248595893756042,105,0,0,0,0,0,0
1962,L49141,L,297.8,307.5,1448,0.8640363076239577,107,0,0,0,0,0,0
1963,L49142,L,297.8,307.5,1391,0.3323580794379088,109,0,0,0,0,0,0
1964,L49143,L,297.7,307.5,1379,0.6934980080171117,111,0,0,0,0,0,0
1965,M16824,M,297.8,307.5,1405,-0.6908717182031652,113,0,0,0,0,0,0
1966,L49145,L,297.8,307.5,1581,0.05147146832075141,116,0,0,0,0,0,0
1967,L49146,L,297.9,307.6,1515,-0.21938347811365091,118,0,0,0,0,0,0
1968,L49147,L,297.9,307.6,1589,1.0847329306445812,120,0,0,0,0,0,0
1969,L49148,L,298.0,307.6,1281,-0.8714416824927665,122,0,0,0,0,0,0
1970,H31383,H,297.8,307.5,1631,2.709862609250994,124,0,0,0,0,0,0
1971,M16830,M,297.9,307.6,1202,1.2753345596169388,129,0,0,0,0,0,0
1972,L49151,L,297.9,307.6,1298,-0.9316316705893005,132,0,0,0,0,0,0
1973,L49152,L,297.9,307.6,1612,-1.4733415634581044,134,0,0,0,0,0,0
1974,L49153,L,297.9,307.6,1747,0.8740679723067134,136,0,0,0,0,0,0
1975,L49154,L,298.0,307.6,1450,0.5630863671412888,138,0,0,0,0,0,0
1976,L49155,L,298.0,307.7,1422,0.7436563314308898,140,0,0,0,0,0,0
1977,M16836,M,298.1,307.7,1419,-0.9316316705893005,142,0,0,0,0,0,0
1978,M16837,M,298.1,307.7,1633,0.3624530734861761,145,0,0,0,0,0,0
1979,L49158,L,298.0,307.7,1442,0.5831496965067996,148,0,0,0,0,0,0
1980,H31393,H,298.0,307.6,1420,1.857171111216765,150,0,0,0,0,0,0
1981,M16840,M,298.0,307.6,1301,0.5028963790447548,155,0,0,0,0,0,0
1982,L49161,L,298.0,307.6,1385,0.13172478578279617,158,0,0,0,0,0,0
1983,M16842,M,298.0,307.7,1487,0.4427063909482209,160,0,0,0,0,0,0
1984,M16843,M,298.0,307.6,1459,0.5530547024585329,163,0,0,0,0,0,0
1985,M16844,M,298.0,307.5,1387,0.08156646236901802,166,0,0,0,0,0,0
1986,L49165,L,298.1,307.7,1537,0.2922314207068864,169,0,0,0,0,0,0
1987,L49166,L,298.1,307.6,1498,-0.8814733471755224,171,0,0,0,0,0,0
1988,M16847,M,298.2,307.8,1599,-0.07894017255507152,173,0,0,0,0,0,0
1989,H31402,H,298.3,307.9,1420,-1.6639431924304617,176,0,0,0,0,0,0
1990,L49169,L,298.2,307.9,1785,0.8138779842101795,181,0,0,0,0,0,0
1991,L49170,L,298.2,307.8,1423,-0.33976345430671806,183,0,0,0,0,0,0
1992,M16851,M,298.2,307.8,1583,0.663403013968845,185,0,0,0,0,0,0
1993,L49172,L,298.2,307.8,1375,0.252104761975864,188,0,0,0,0,0,0
1994,M16853,M,298.3,308.0,1463,0.5129280437275106,190,0,0,0,0,0,0
1995,M16854,M,298.2,307.9,1403,0.7135613373826232,193,0,0,0,0,0,0
1996,L49175,L,298.3,308.0,1451,-0.17925681938262783,196,0,0,0,0,0,0
1997,M16856,M,298.4,308.0,1416,0.13172478578279617,198,1,1,0,0,0,0
1998,L49177,L,298.3,308.1,1672,-0.9216000059065448,0,0,0,0,0,0,0
1999,H31412,H,298.3,308.0,1637,-0.21938347811365091,2,0,0,0,0,0,0
2000,L49179,L,298.4,308.0,1540,1.315461218347961,7,0,0,0,0,0,0
2001,L49180,L,298.4,308.1,1279,-0.5103017539135641,9,0,0,0,0,0,0
2002,L49181,L,298.4,308.2,1604,-1.2927715991685031,11,0,0,0,0,0,0
2003,L49182,L,298.5,308.2,1654,-0.24947847216191754,13,0,0,0,0,0,0
2004,M16863,M,298.5,308.2,1564,0.7536879961136456,15,0,0,0,0,0,0
2005,L49184,L,298.5,308.2,1451,-0.1993201487481394,18,0,0,0,0,0,0
2006,L49185,L,298.5,308.3,1504,1.0546379365963146,20,0,0,0,0,0,0
2007,M16866,M,298.5,308.3,1381,-0.5604600773273423,22,0,0,0,0,0,0
2008,L49187,L,298.6,308.4,1562,-1.5335315515546384,25,0,0,0,0,0,0
2009,L49188,L,298.5,308.3,1811,-1.1322649642444131,27,0,0,0,0,0,0
2010,M16869,M,298.6,308.3,1717,2.0578044048718778,29,0,0,0,0,0,0
2011,L49190,L,298.6,308.3,1278,-0.9817899940030786,32,0,0,0,0,0,0
2012,L49191,L,298.7,308.5,1616,0.6433396846033335,34,0,0,0,0,0,0
2013,L49192,L,298.6,308.4,1397,0.2922314207068864,36,0,0,0,0,0,0
2014,L49193,L,298.6,308.4,1485,1.977551087409833,38,0,0,0,0,0,0
2015,L49194,L,298.6,308.4,1310,2.639640956471704,40,0,0,0,0,0,0
2016,L49195,L,298.5,308.2,1301,0.4025797322171985,42,1,0,0,1,0,0
2017,L49196,L,298.5,308.3,1458,0.252104761975864,44,0,0,0,0,0,0
2018,L49197,L,298.7,308.5,1483,0.6433396846033335,46,0,0,0,0,0,0
2019,L49198,L,298.7,308.5,1375,-1.3028032638512588,48,0,0,0,0,0,0
